200;0;0
180;3,8;0
160;7,6;0
140;11,4;0
120;15,2;0
100;18,8;0
80;21,8;0
60;23,84;0
50;24,36;0
40;24,36;0
30;23,4;0
20;20,8;0
14;18,1;0
10;15,5;0
6;12;0
4;9,68;0
2;6,6;0
1;4,6;0
0;0;0
1;-2,12;0
2;-2,9;0
4;-3,9;0
6;-4,46;0
10;-5,26;0
14;-5,8;0
20;-6,24;0
30;-6,5;0
40;-6,62;0
50;-6,64;0
60;-6,52;0
80;-6,16;0
100;-5,48;0
120;-4,6;0
140;-3,6;0
160;-2,44;0
180;0;0
200;0;0
